"Taxon","Family","Population","Length","Width"
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS194",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",3.56,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",1.27,1.65
"Plantago lanceolata","Plantaginaceae","SOS062",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.29,0.89
"Plantago lanceolata","Plantaginaceae","SOS212",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.67,1.91
"Plantago lanceolata","Plantaginaceae","SOS212",2.29,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.54,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.54,1.14
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS212",3.3,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.52,1.14
"Plantago lanceolata","Plantaginaceae","SOS081",2.67,1.65
"Plantago lanceolata","Plantaginaceae","SOS194",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.16,2.03
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS194",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.91
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS081",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS081",2.29,1.14
"Plantago lanceolata","Plantaginaceae","SOS081",2.29,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.29,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS212",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS046",2.41,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.65
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.02
"Plantago lanceolata","Plantaginaceae","SOS062",2.79,2.16
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS081",2.16,2.41
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS081",2.29,2.16
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.14
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.56,2.03
"Plantago lanceolata","Plantaginaceae","SOS195",3.3,1.65
"Plantago lanceolata","Plantaginaceae","SOS195",3.3,1.14
"Plantago lanceolata","Plantaginaceae","SOS180",2.16,1.27
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS180",2.41,1.02
"Plantago lanceolata","Plantaginaceae","SOS180",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS046",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.78
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.16,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.78
"Plantago lanceolata","Plantaginaceae","SOS194",2.41,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.29,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.41,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.54,1.78
"Plantago lanceolata","Plantaginaceae","SOS062",2.54,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.78
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.91
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,1.27
"Plantago lanceolata","Plantaginaceae","SOS046",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS062",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",2.41,1.02
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.29,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",2.54,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",2.79,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",2.16,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.41,1.02
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.56,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.3,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.56,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.78
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.4,2.03
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.27,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",2.54,1.52
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.41,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.41,1.4
"Plantago lanceolata","Plantaginaceae","SOS194",2.67,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.67,1.65
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS194",3.05,1.65
"Plantago lanceolata","Plantaginaceae","SOS194",2.67,1.65
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.03,2.16
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS194",2.54,1.91
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.65
"Plantago lanceolata","Plantaginaceae","SOS046",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.78
"Plantago lanceolata","Plantaginaceae","SOS024",3.56,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,1.14
"Plantago lanceolata","Plantaginaceae","SOS024",3.81,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,2.03
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.14
"Plantago lanceolata","Plantaginaceae","SOS195",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",3.3,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,0.89
"Plantago lanceolata","Plantaginaceae","SOS103",1.4,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.52,1.78
"Plantago lanceolata","Plantaginaceae","SOS103",2.29,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.02
"Plantago lanceolata","Plantaginaceae","SOS081",2.41,1.14
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.91
"Plantago lanceolata","Plantaginaceae","SOS103",1.52,2.03
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.78
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.27,1.91
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,0.89
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",3.05,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.29,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",3.43,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.54,1.02
"Plantago lanceolata","Plantaginaceae","SOS194",3.3,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",3.18,1.91
"Plantago lanceolata","Plantaginaceae","SOS194",2.41,2.03
"Plantago lanceolata","Plantaginaceae","SOS194",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.29,1.14
"Plantago lanceolata","Plantaginaceae","SOS195",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.65
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.78
"Plantago lanceolata","Plantaginaceae","SOS180",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS180",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS212",2.29,2.29
"Plantago lanceolata","Plantaginaceae","SOS212",2.67,2.29
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.78
"Plantago lanceolata","Plantaginaceae","SOS046",1.91,2.29
"Plantago lanceolata","Plantaginaceae","SOS046",2.92,1.14
"Plantago lanceolata","Plantaginaceae","SOS046",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS212",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS194",3.05,1.65
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.65
"Plantago lanceolata","Plantaginaceae","SOS194",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.02
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.14
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.52,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.41,1.02
"Plantago lanceolata","Plantaginaceae","SOS062",2.29,1.78
"Plantago lanceolata","Plantaginaceae","SOS062",2.29,1.02
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.3,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.3,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.56,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.29,1.14
"Plantago lanceolata","Plantaginaceae","SOS180",2.41,1.02
"Plantago lanceolata","Plantaginaceae","SOS180",2.92,1.65
"Plantago lanceolata","Plantaginaceae","SOS180",2.54,1.78
"Plantago lanceolata","Plantaginaceae","SOS180",1.91,2.03
"Plantago lanceolata","Plantaginaceae","SOS194",3.3,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS194",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS194",3.18,1.52
"Plantago lanceolata","Plantaginaceae","SOS194",2.67,1.02
"Plantago lanceolata","Plantaginaceae","SOS194",3.05,1.14
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.14
"Plantago lanceolata","Plantaginaceae","SOS194",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS046",2.54,1.78
"Plantago lanceolata","Plantaginaceae","SOS046",2.41,1.52
"Plantago lanceolata","Plantaginaceae","SOS046",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS046",2.41,1.02
"Plantago lanceolata","Plantaginaceae","SOS046",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS046",2.29,2.16
"Plantago lanceolata","Plantaginaceae","SOS046",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS046",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS046",2.79,2.03
"Plantago lanceolata","Plantaginaceae","SOS046",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS194",3.18,1.14
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.3,1.91
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",2.67,1.78
"Plantago lanceolata","Plantaginaceae","SOS195",3.3,1.91
"Plantago lanceolata","Plantaginaceae","SOS195",2.79,1.65
"Plantago lanceolata","Plantaginaceae","SOS226",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS226",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS226",1.78,1.65
"Plantago lanceolata","Plantaginaceae","SOS226",2.79,1.78
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.43,1.65
"Plantago lanceolata","Plantaginaceae","SOS195",3.3,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.43,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.54,1.14
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",3.43,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.65
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS024",3.18,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.29,0.89
"Plantago lanceolata","Plantaginaceae","SOS103",1.02,1.78
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.14
"Plantago lanceolata","Plantaginaceae","SOS062",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",3.43,1.52
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,2.29
"Plantago lanceolata","Plantaginaceae","SOS226",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS226",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.29,2.03
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.14
"Plantago lanceolata","Plantaginaceae","SOS180",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS180",2.41,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",3.18,1.27
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS212",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.79,2.29
"Plantago lanceolata","Plantaginaceae","SOS046",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS046",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS046",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS212",2.67,1.65
"Plantago lanceolata","Plantaginaceae","SOS212",2.92,1.65
"Plantago lanceolata","Plantaginaceae","SOS212",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS046",2.41,1.78
"Plantago lanceolata","Plantaginaceae","SOS046",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",2.67,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.16,2.67
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.91
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.65
"Plantago lanceolata","Plantaginaceae","SOS194",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.54,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.16,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.67,1.02
"Plantago lanceolata","Plantaginaceae","SOS024",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.14
"Plantago lanceolata","Plantaginaceae","SOS180",2.92,1.65
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.91
"Plantago lanceolata","Plantaginaceae","SOS180",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS180",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS180",1.78,2.16
"Plantago lanceolata","Plantaginaceae","SOS180",2.79,1.78
"Plantago lanceolata","Plantaginaceae","SOS103",1.91,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",2.16,1.02
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,0.76
"Plantago lanceolata","Plantaginaceae","SOS103",1.65,1.78
"Plantago lanceolata","Plantaginaceae","SOS212",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS212",2.79,1.65
"Plantago lanceolata","Plantaginaceae","SOS212",2.16,2.03
"Plantago lanceolata","Plantaginaceae","SOS212",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS212",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",1.27,1.52
"Plantago lanceolata","Plantaginaceae","SOS103",1.02,1.65
"Plantago lanceolata","Plantaginaceae","SOS212",2.79,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.29,1.78
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.65
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.78
"Plantago lanceolata","Plantaginaceae","SOS081",2.41,1.27
"Plantago lanceolata","Plantaginaceae","SOS081",2.41,1.78
"Plantago lanceolata","Plantaginaceae","SOS081",2.67,1.4
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.91
"Plantago lanceolata","Plantaginaceae","SOS180",2.29,1.91
"Plantago lanceolata","Plantaginaceae","SOS194",2.92,1.27
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.65
"Plantago lanceolata","Plantaginaceae","SOS081",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,2.03
"Plantago lanceolata","Plantaginaceae","SOS195",3.43,1.91
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS226",2.79,1.14
"Plantago lanceolata","Plantaginaceae","SOS226",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS226",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS226",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS180",2.67,1.14
"Plantago lanceolata","Plantaginaceae","SOS180",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS180",3.18,1.65
"Plantago lanceolata","Plantaginaceae","SOS180",2.54,1.14
"Plantago lanceolata","Plantaginaceae","SOS226",2.54,1.27
"Plantago lanceolata","Plantaginaceae","SOS226",2.92,1.65
"Plantago lanceolata","Plantaginaceae","SOS226",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS226",3.05,1.65
"Plantago lanceolata","Plantaginaceae","SOS195",3.43,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",2.92,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",2.79,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.27
"Plantago lanceolata","Plantaginaceae","SOS024",3.3,1.4
"Plantago lanceolata","Plantaginaceae","SOS024",3.05,1.65
"Plantago lanceolata","Plantaginaceae","SOS103",2.03,1.14
"Plantago lanceolata","Plantaginaceae","SOS103",2.41,1.27
"Plantago lanceolata","Plantaginaceae","SOS103",1.78,0.89
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",2.67,1.65
"Plantago lanceolata","Plantaginaceae","SOS195",2.41,2.16
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",2.67,1.27
"Plantago lanceolata","Plantaginaceae","SOS195",3.68,1.65
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.52
"Plantago lanceolata","Plantaginaceae","SOS195",3.05,1.4
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.78
"Plantago lanceolata","Plantaginaceae","SOS195",3.18,1.4
"Plantago lanceolata","Plantaginaceae","SOS062",2.79,1.52
"Plantago lanceolata","Plantaginaceae","SOS081",2.67,1.78
"Plantago lanceolata","Plantaginaceae","SOS081",2.92,1.4
